"period","indexName","subIndex","priceChange","totalValue","priceChangeWeighted"
2014-04-01,"Primary Producer Price Index","Sleeper relics",0.865729,258425325369.779,-0.001106
2014-04-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.305193,20943577331.9909,0.000247
2014-04-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.956236,2297668328056.6,-0.003895
2014-04-01,"Secondary Producer Price Index","Blueprints",0.998192,4720976001122.34,-0.00033
2014-04-01,"Secondary Producer Price Index","Boosters",0.713379,7871277294.4553,-0.000087
2014-04-01,"Secondary Producer Price Index","Capital Ship Components",1.021538,427951966280.94,0.000357
2014-04-01,"Secondary Producer Price Index","Commodity",1.022019,1984915551282.69,0.001693
2014-04-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.975435,1733659151471.47,-0.001649
2014-04-01,"Secondary Producer Price Index","Planetary Commodities",1.076822,173598397250.607,0.000516
2014-04-01,"Secondary Producer Price Index","Planetary Refined Commodities",1.019887,2510573660800.32,0.001934
2014-04-01,"Secondary Producer Price Index","Planetary Specialized Commodities",1.055789,1708131728736.68,0.003691
2014-04-01,"Secondary Producer Price Index","Salvaged materials",0.976635,7379953636386.7,-0.00668
2014-04-01,"Secondary Producer Price Index","Starbase structures",0.987222,870607093763.974,-0.00043
2014-04-01,"Secondary Producer Price Index","Station components",2.167346,530999999.96,0.000024
2014-04-01,"Secondary Producer Price Index","Tech II construction components",0.995072,1900545207300.39,-0.000362
2014-04-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.936865,74825832365.8967,-0.000183
2014-05-01,"Consumer Price Index","Ammo",0.988743,6881281221744.52,-0.000346
2014-05-01,"Consumer Price Index","Apparel",0.867125,758536842773.635,-0.00045
2014-05-01,"Consumer Price Index","Boosters",1.06958,408040192603.214,0.000126
2014-05-01,"Consumer Price Index","Commodity",0.999825,13917761833463.9,-0.00001
2014-05-01,"Consumer Price Index","Complimentary ships",1.079054,48061123699.8849,0.000016
2014-05-01,"Consumer Price Index","Drone",1.039159,1541204710.6504,0
2014-05-01,"Consumer Price Index","Drones",1.005547,3032666948313.76,0.000075
2014-05-01,"Consumer Price Index","Faction Ships",1.022295,19553677943226.7,0.001948
2014-05-01,"Consumer Price Index","Ice Products",1.084661,10952720356619.9,0.004143
2014-05-01,"Consumer Price Index","Implants",0.99664,19284359875701.8,-0.000289
2014-05-01,"Consumer Price Index","Insignias",0.977398,2461240699844.16,-0.000248
2014-05-01,"Consumer Price Index","Officer Modules",1.210412,1691066669,0.000001
2014-05-01,"Consumer Price Index","Orbitals",0.985847,179993978938.566,-0.000011
2014-05-01,"Consumer Price Index","Planetary Infrastructure",0.906191,27796885814.1533,-0.000011
2014-05-01,"Consumer Price Index","POS Fuel",1.036887,7331581454617.96,0.001208
2014-05-01,"Consumer Price Index","Scripts",0.986906,4746900600.9304,0
2014-05-01,"Consumer Price Index","Security Tags",0.947995,769616806859.966,-0.000178
2014-05-01,"Consumer Price Index","Skills",0.997585,12464665855724.2,-0.000134
2014-05-01,"Consumer Price Index","Sovereignty Structures",0.97255,98452105426.1858,-0.000012
2014-05-01,"Consumer Price Index","Special Edition Ships",0.915029,420786133844.925,-0.000159
2014-05-01,"Consumer Price Index","Starbase structures",0.988481,4706044052343.55,-0.000242
2014-05-01,"Consumer Price Index","Tech I modules",0.988083,41298404972879.6,-0.002199
2014-05-01,"Consumer Price Index","Tech I Rigs",1.040467,4583214131447.08,0.000828
2014-05-01,"Consumer Price Index","Tech I ships",1.023721,24840928623968.4,0.002633
2014-05-01,"Consumer Price Index","Tech II modules",0.996267,10841845319698.5,-0.00018
2014-05-01,"Consumer Price Index","Tech II Rigs",1.016073,4816535580784.99,0.000345
2014-05-01,"Consumer Price Index","Tech II ships",1.023172,26692704904347,0.002764
2014-05-01,"Consumer Price Index","Tech III ships",1.040402,2854217064973.04,0.000515
2014-05-01,"Consumer Price Index","Tech III subsystems",0.97448,4539547362741.81,-0.000517
2014-05-01,"Mineral Price Index","High-End Minerals",0.992584,5715028761209.65,-0.001849
2014-05-01,"Mineral Price Index","Low-End Minerals",1.043775,17197507404149.7,0.032856
2014-05-01,"Primary Producer Price Index","Advanced Moon Materials",0.995812,10397140951676.6,-0.001711
2014-05-01,"Primary Producer Price Index","Alloys & Compounds",1.209298,9680895386.4883,0.000079
2014-05-01,"Primary Producer Price Index","Blueprints",0.984521,7313483662.8678,-0.000004
2014-05-01,"Primary Producer Price Index","Commodity",1.059514,217406175847.607,0.000508
2014-05-01,"Primary Producer Price Index","Datacores",0.985176,1120768251874.37,-0.000653
2014-05-01,"Primary Producer Price Index","Decryptors",0.98642,660891443161.84,-0.000352
2014-05-01,"Primary Producer Price Index","Hybrid polymers",0.953864,745204260127.526,-0.001351
2014-05-01,"Primary Producer Price Index","Ice",1.079844,2334598086748.82,0.007327
2014-05-01,"Primary Producer Price Index","Ore",1.022157,2663160934949.75,0.002319
2014-05-01,"Primary Producer Price Index","Planetary Processed Materials",0.965251,396398521655.126,-0.000541
2014-05-01,"Primary Producer Price Index","Planetary Raw Materials",0.956447,32613793141.0452,-0.000055
2014-05-01,"Primary Producer Price Index","Planetary Refined Commodities",1.001918,324647548004.166,0.000024
2014-05-01,"Primary Producer Price Index","Planetary Specialized Commodities",1.009056,287899321674.666,0.000102
2014-05-01,"Primary Producer Price Index","Processed Moon Materials",0.957743,1575324275311.7,-0.002616
2014-05-01,"Primary Producer Price Index","Raw Moon Materials",0.865723,4309761221604.54,-0.022747
2014-05-01,"Primary Producer Price Index","Reaction",0.898717,6721105762.7997,-0.000026
2014-05-01,"Primary Producer Price Index","Reactions",0.986646,24105525253.3643,-0.000012
2014-05-01,"Primary Producer Price Index","Sleeper relics",1.303037,326961994720.197,0.003894
2014-05-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.058105,14589602382.38,0.000037
2014-05-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.984679,2207993893681.33,-0.001508
2014-05-01,"Secondary Producer Price Index","Blueprints",1.005357,4065418022912.93,0.000971
2014-05-01,"Secondary Producer Price Index","Boosters",3.535275,27398380568.4907,0.003097
2014-05-01,"Secondary Producer Price Index","Capital Ship Components",1.038427,334358056502.492,0.000572
2014-05-01,"Secondary Producer Price Index","Commodity",1.023708,1937389942374.03,0.002048
2014-05-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.976422,1392220133188.56,-0.001463
2014-05-01,"Secondary Producer Price Index","Planetary Commodities",0.993762,156295224350.915,-0.000043
2014-05-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.989184,2138274585741.09,-0.001031
2014-05-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.98863,1371792859873.81,-0.000695
2014-05-01,"Secondary Producer Price Index","Salvaged materials",1.04847,6503479753172.2,0.014055
2014-05-01,"Secondary Producer Price Index","Starbase structures",0.980776,712202729664.163,-0.00061
2014-05-01,"Secondary Producer Price Index","Station components",1.571069,947355174.5761,0.000024
2014-05-01,"Secondary Producer Price Index","Tech II construction components",1.032748,1508642834760.52,0.002202
2014-05-01,"Secondary Producer Price Index","Tech III Subsystem Components",1.04837,56029675690.2291,0.00012
2014-06-01,"Consumer Price Index","Ammo",0.998196,8170736613930.41,-0.000055
2014-06-01,"Consumer Price Index","Apparel",0.938185,785475374538.501,-0.000183
2014-06-01,"Consumer Price Index","Boosters",0.984689,424840240276.469,-0.000024
2014-06-01,"Consumer Price Index","Commodity",1.003405,15919651873070.8,0.000205
2014-06-01,"Consumer Price Index","Complimentary ships",1.023028,64002087541.5292,0.000005
2014-06-01,"Consumer Price Index","Drone",1.011912,1699308057.9516,0
2014-06-01,"Consumer Price Index","Drones",0.944676,7024582058255.81,-0.00147
2014-06-01,"Consumer Price Index","Faction Ships",0.996285,21576714980574.5,-0.000303
2014-06-01,"Consumer Price Index","Ice Products",0.987647,11641385656270.3,-0.000544
2014-06-01,"Consumer Price Index","Implants",1.013312,22490322614635.2,0.001132
2014-06-01,"Consumer Price Index","Insignias",1.163938,3402466990670.78,0.00211
2014-06-01,"Consumer Price Index","Officer Modules",1.567952,56146999863.1,0.00012
2014-06-01,"Consumer Price Index","Orbitals",0.95635,195038360187.748,-0.000032
2014-06-01,"Consumer Price Index","Planetary Infrastructure",1.038433,34546187308.7055,0.000005
2014-06-01,"Consumer Price Index","POS Fuel",0.993579,7482241440114.21,-0.000181
2014-06-01,"Consumer Price Index","Scripts",1.191489,20430129178.6862,0.000014
2014-06-01,"Consumer Price Index","Security Tags",0.771113,554199419412.713,-0.000479
2014-06-01,"Consumer Price Index","Skills",0.996112,14053666600870.6,-0.000206
2014-06-01,"Consumer Price Index","Sovereignty Structures",0.905495,99235677647.7717,-0.000035
2014-06-01,"Consumer Price Index","Special Edition Ships",0.901468,569634256943.117,-0.000212
2014-06-01,"Consumer Price Index","Starbase structures",0.993978,5221494185611.03,-0.000118
2014-06-01,"Consumer Price Index","Tech I modules",1.029096,49877940279842.6,0.00549
2014-06-01,"Consumer Price Index","Tech I Rigs",1.031074,5650818921950.59,0.000664
2014-06-01,"Consumer Price Index","Tech I ships",1.011918,28480503127504,0.001284
2014-06-01,"Consumer Price Index","Tech II modules",1.032955,12761336057449.2,0.001591
2014-06-01,"Consumer Price Index","Tech II Rigs",1.106396,6516289578922.29,0.002623
2014-06-01,"Consumer Price Index","Tech II ships",1.021758,32554596161820.5,0.002679
2014-06-01,"Consumer Price Index","Tech III ships",0.95615,3197161241029.41,-0.00053
2014-06-01,"Consumer Price Index","Tech III subsystems",1.003741,5485901198873.06,0.000077
2014-06-01,"Mineral Price Index","High-End Minerals",0.956885,6161378316289.2,-0.010363
2014-06-01,"Mineral Price Index","Low-End Minerals",1.017272,19471523109346.7,0.01312
2014-06-01,"Primary Producer Price Index","Advanced Moon Materials",1.002396,12410074387845.7,0.000989
2014-06-01,"Primary Producer Price Index","Alloys & Compounds",0.789178,9522808774.9365,-0.000066
2014-06-01,"Primary Producer Price Index","Blueprints",1.072576,14024292562.7557,0.000033
2014-06-01,"Primary Producer Price Index","Commodity",1.046224,259188914365.464,0.000398
2014-06-01,"Primary Producer Price Index","Datacores",0.982253,1184803152398.93,-0.000699
2014-06-01,"Primary Producer Price Index","Decryptors",1.117402,842800015335.668,0.003292
2014-06-01,"Primary Producer Price Index","Hybrid polymers",0.964958,764543362066.499,-0.000891
2014-06-01,"Primary Producer Price Index","Ice",0.996142,2519360405876.14,-0.000323
2014-06-01,"Primary Producer Price Index","Ore",1.034197,3087224473574.76,0.003512
2014-06-01,"Primary Producer Price Index","Planetary Processed Materials",0.995629,465519696550.485,-0.000067
2014-06-01,"Primary Producer Price Index","Planetary Raw Materials",1.115153,33446003159.0202,0.000128
2014-06-01,"Primary Producer Price Index","Planetary Refined Commodities",0.962293,382094777782.018,-0.000479
2014-06-01,"Primary Producer Price Index","Planetary Specialized Commodities",0.968784,301525371949.541,-0.000313
2014-06-01,"Primary Producer Price Index","Processed Moon Materials",1.016328,1622321042260.4,0.000881
2014-06-01,"Primary Producer Price Index","Raw Moon Materials",1.053509,5802316341211.67,0.010329
2014-06-01,"Primary Producer Price Index","Reaction",0.941347,6301035896.8047,-0.000012
2014-06-01,"Primary Producer Price Index","Reactions",0.962468,25766799838.9001,-0.000032
2014-06-01,"Primary Producer Price Index","Sleeper relics",1.043021,325680170969.638,0.000466
2014-06-01,"Secondary Producer Price Index","Advanced Capital Construction Components",1.133558,8287186508.0413,0.000042
2014-06-01,"Secondary Producer Price Index","Ancient Salvaged Materials",0.974184,2323302500508.02,-0.002304
2014-06-01,"Secondary Producer Price Index","Blueprints",0.998166,4820134200716.24,-0.000339
2014-06-01,"Secondary Producer Price Index","Boosters",2.801354,44157315445.423,0.003055
2014-06-01,"Secondary Producer Price Index","Capital Ship Components",1.002958,351638188314.438,0.000039
2014-06-01,"Secondary Producer Price Index","Commodity",0.978886,1947692843117.75,-0.001579
2014-06-01,"Secondary Producer Price Index","Planetary Advanced Commodities",0.94318,1402934843317.67,-0.003062
2014-06-01,"Secondary Producer Price Index","Planetary Commodities",0.959171,163720116127.095,-0.000256
2014-06-01,"Secondary Producer Price Index","Planetary Refined Commodities",0.997095,2376271916108.32,-0.000265
2014-06-01,"Secondary Producer Price Index","Planetary Specialized Commodities",0.938325,1502754170822.44,-0.00356
2014-06-01,"Secondary Producer Price Index","Salvaged materials",1.036886,8325095257780.89,0.011796
2014-06-01,"Secondary Producer Price Index","Starbase structures",0.97485,880414152411.911,-0.00085
2014-06-01,"Secondary Producer Price Index","Station components",0.684115,23064491042.3398,-0.000279
2014-06-01,"Secondary Producer Price Index","Tech II construction components",0.996244,1808350189147.77,-0.00026
2014-06-01,"Secondary Producer Price Index","Tech III Subsystem Components",0.898162,54117949723.0473,-0.000211
2014-07-01,"Consumer Price Index","Ammo",0.991682,7623800889475.74,-0.000243
2014-07-01,"Consumer Price Index","Apparel",0.989952,1011138945987.72,-0.000039
2014-07-01,"Consumer Price Index","Boosters",1.050565,428038606598.894,0.000083
2014-07-01,"Consumer Price Index","Commodity",0.998479,14632790791957.4,-0.000085
2014-07-01,"Consumer Price Index","Complimentary ships",0.933653,46708380763.753,-0.000011
2014-07-01,"Consumer Price Index","Drone",1.201693,1699416016.9695,0.000001
2014-07-01,"Consumer Price Index","Drones",1.161995,7315528083540.88,0.004555
2014-07-01,"Consumer Price Index","Faction Ships",0.961051,25872386842014.3,-0.003874
2014-07-01,"Consumer Price Index","Ice Products",1.017567,10131911429993.5,0.000684
2014-07-01,"Consumer Price Index","Implants",1.010594,22719458404695.9,0.000925
2014-07-01,"Consumer Price Index","Insignias",1.044385,3575177379854.77,0.00061
2014-07-01,"Consumer Price Index","Officer Modules",1.54216,32304303386.5666,0.000067
2014-07-01,"Consumer Price Index","Orbitals",1.012908,141598249349.166,0.000007
2014-07-01,"Consumer Price Index","Planetary Infrastructure",1.038279,26231348781.2364,0.000003
2014-07-01,"Consumer Price Index","POS Fuel",1.045974,7527099463302.71,0.00133
2014-07-01,"Consumer Price Index","Scripts",1.010209,11478453640.1804,0
2014-07-01,"Consumer Price Index","Security Tags",0.709659,463308997189.761,-0.000517
2014-07-01,"Consumer Price Index","Skills",1.001234,13536472858373.7,0.000064
2014-07-01,"Consumer Price Index","Sovereignty Structures",1.011738,70455549475.6014,0.000003
2014-07-01,"Consumer Price Index","Special Edition Ships",0.97701,571470898301.811,-0.00005
2014-07-01,"Consumer Price Index","Starbase structures",1.082128,5302201495131.91,0.001674
2014-07-01,"Consumer Price Index","Tech I modules",0.989725,50270368738871.9,-0.001985
